ID,Name,Sponsor,Event,Venue,Place,PhysicalDescription,Occasion,Notes,CallNumber,Keywords,Language,Date,Location,LocationType,Currency,CurrencySymbol,Status,PageCount,DishCount
30862,NO NAME,SHANGHAI FOOD SHOP INCORPORATED,NO EVENT,NO VENUE,NO PLACE,24x15.5cm folded; 24x31cm open,---------,None,1938-0025_wotm,Empty,Empty,1938-01-01,SHANGHAI FOOD SHOP INCORPORATED,Empty,DOLLARS,$,COMPLETE,4,165
30863,NO NAME,SHANGHAI FOOD SHOP INCORPORATED,NO EVENT,NO VENUE,NO PLACE,28.5x15cm folded; 28.5x30cm open,---------,None,1938-0026_wotm,Empty,Empty,NoTimeProvided,SHANGHAI FOOD SHOP INCORPORATED,Empty,UNKNOWN,&&&,COMPLETE,3,141
30864,NO NAME,SHANGHAI FOOD SHOP INCORPORATED,NO EVENT,NO VENUE,NO PLACE,28.5x15cm folded; 28.5x30cm open,---------,None,1938-0027_wotm,Empty,Empty,NoTimeProvided,SHANGHAI FOOD SHOP INCORPORATED,Empty,DOLLARS,$,COMPLETE,3,140
30865,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,21.5x14cm folded; 21.5x28cm open,---------,Allied Hat Manufacturers' Association,1938-0028_wotm,Empty,Empty,1938-03-17,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,4,14
30866,NO NAME,"M/S ""PILSUDSKI""""""",NO EVENT,NO VENUE,NO PLACE,22x14cm folded; 22x28cm open,---------,Arthur H. Rumpf Menu Collection,1938-0029_wotm,Empty,Empty,1938-03-17,"M/S ""PILSUDSKI""""""",Empty,UNKNOWN,&&&,COMPLETE,3,50
30867,NO NAME,QUEEN'S HOTEL,NO EVENT,NO VENUE,NO PLACE,18x11.5cm folded; 18x23cm open,---------,Arthur H. Rumpf Menu Collection,1938-0030_wotm,Empty,Empty,1938-03-19,QUEEN'S HOTEL,Empty,UNKNOWN,&&&,COMPLETE,3,14
30868,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,19x13.5cm folded; 19x27cm open,---------,The Catholic League Bureau of Attendance - Board of Education,1938-0031_wotm,Empty,Empty,1938-03-20,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,7,9
30869,NO NAME,HOTEL GENEVE,NO EVENT,NO VENUE,NO PLACE,23x17.5cm,---------,None,1938-0032_wotm,Empty,Empty,1938-03-20,HOTEL GENEVE,Empty,MEXICAN PESOS,$,COMPLETE,1,22
30870,NO NAME,HOTEL NEW YORKER,NO EVENT,NO VENUE,NO PLACE,28.5x22.5cm folded; 28.5x45cm open,---------,None,1938-0033_wotm,Empty,Empty,1938-03-24,HOTEL NEW YORKER,Empty,DOLLARS,$,COMPLETE,2,189
30871,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,27x20.5cm folded; 27x41cm open,---------,"The Board of Trade for German-American Commerce, Inc.",1938-0034_wotm,Empty,Empty,1938-03-24,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,4,41
30872,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,20.5x15cm folded; 20.5x30 cm open,---------,The Consecration of the Bishop of Camden,1938-0035_wotm,Empty,Empty,1938-03-25,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,8,12
30873,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,23x16.5cm folded; 23x33cm open,---------,National Wildlife Restoration Week,1938-0036_wotm,Empty,Empty,1938-03-25,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,4,13
30874,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,18x13cm folded; 18x26cm open,---------,Brooklyn Woman's Club,1938-0037_wotm,Empty,Empty,1938-03-30,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,6,13
30875,ARCHONS OF COLOPHONE,RESTAURANT NAME AND/OR LOCATION NOT GIVEN,NO EVENT,NO VENUE,NO PLACE,17.5x11cm,---------,Archons of Colophon Dinner,1938-0038_wotm,Empty,Empty,1938-03-14,RESTAURANT NAME AND/OR LOCATION NOT GIVEN,Empty,UNKNOWN,&&&,COMPLETE,1,8
30876,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,21.5x14cm folded; 21.5x28cm open,---------,Redbook Magazine,1938-0039_wotm,Empty,Empty,1938-04-04,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,9,11
30877,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,24x18cm folded; 24x36cm open,---------,American Conference on National Defense,1938-0040_wotm,Empty,Empty,1938-04-05,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,4,18
30878,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,17.5x22cm folded; 17.5x44cm open,---------,The American College of Physicians,1938-0041_wotm,Empty,Empty,1938-04-07,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,5,15
30880,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,16x12cm folded; 16x24cm open,---------,Zeta Psi Fraternity of North America,1938-0043_wotm,Empty,Empty,1938-04-08,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,4,13
30881,NO NAME,FISHERMEN'S GROTTO,NO EVENT,NO VENUE,NO PLACE,18x12.5cm folded; 18x25cm open,---------,None,1938-0044_wotm,Empty,Empty,1938-04-13,FISHERMEN'S GROTTO,Empty,DOLLARS,$,COMPLETE,4,97
30882,NO NAME,HOTEL ADLON,NO EVENT,NO VENUE,NO PLACE,32x22.5cm folded; 32x45cm open,---------,Arthur H. Rumpf Menu Collection,1938-0045_wotm,Empty,Empty,1938-04-18,HOTEL ADLON,Empty,DEUTSCHE MARKS,DM,COMPLETE,4,127
30883,NO NAME,"S.S. ""PRESIDENT HARDING""""""",NO EVENT,NO VENUE,NO PLACE,23x15.5cm folded; 23x31cm open,---------,None,1938-0046_wotm,Empty,Empty,1938-04-17,"S.S. ""PRESIDENT HARDING""""""",Empty,UNKNOWN,&&&,COMPLETE,3,32
30884,NO NAME,"S.S. ""PRESIDENT HARDING""""""",NO EVENT,NO VENUE,NO PLACE,23x15.5cm folded; 23x31cm open,---------,None,1938-0047_wotm,Empty,Empty,1938-04-19,"S.S. ""PRESIDENT HARDING""""""",Empty,UNKNOWN,&&&,COMPLETE,3,37
30885,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,25x18cm folded; 25x36cm open,---------,41Ëš 74Ëš Club,1938-0048_wotm,Empty,Empty,1938-04-30,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,5,9
30886,NO NAME,ROBERT TREAT HOTEL,NO EVENT,NO VENUE,NO PLACE,23x16.5cm folded; 23x33cm open,---------,The Consecration of the Bishop of Newark,1938-0062_wotm,Empty,Empty,1938-05-01,ROBERT TREAT HOTEL,Empty,UNKNOWN,&&&,COMPLETE,6,13
30887,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,28x21.5cm folded; 28x43cm open,---------,The Greater New York Fund,1938-0063_wotm,Empty,Empty,1938-05-02,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,4,15
30888,NO NAME,"M/S ""PILSUDSKI""""""",NO EVENT,NO VENUE,NO PLACE,22x14cm folded; 22x28cm open,---------,Arthur H. Rumpf Menu Collection,1938-0064_wotm,Empty,Empty,1938-05-03,"M/S ""PILSUDSKI""""""",Empty,UNKNOWN,&&&,COMPLETE,4,105
30889,NO NAME,HOTEL KIMBALL,NO EVENT,NO VENUE,NO PLACE,22x28cm folded; 22x56cm open,---------,Advertising Club of Springfield,1938-0065_wotm,Empty,Empty,1938-05-04,HOTEL KIMBALL,Empty,UNKNOWN,&&&,COMPLETE,12,10
30890,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,18x12cm folded; 18x24cm open,---------,American Steel Warehouse Association,1938-0066_wotm,Empty,Empty,1938-05-04,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,3,12
30891,NO NAME,RESTAURANT NAME AND/OR LOCATION NOT GIVEN,NO EVENT,NO VENUE,NO PLACE,18x11cm ,---------,None,1938-0067_wotm,Empty,Empty,1938-05-05,RESTAURANT NAME AND/OR LOCATION NOT GIVEN,Empty,SWEDISH KRONOR SEK/KR,SEK,COMPLETE,1,11
30892,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,16.5x11cm,---------,National League of Wholesale Fresh Fruit and Vegetable Distributors,1938-0068_wotm,Empty,Empty,1938-05-07,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,1,10
30893,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,20x13cm folded; 20x26cm open,---------,Medical Society of the State of New York,1938-0069_wotm,Empty,Empty,1938-05-10,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,5,13
30894,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,25x20cm folded; 25x40cm open,---------,Practical Press American Tour,1938-0070_wotm,Empty,Empty,1938-05-10,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,4,21
30895,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,23x15.5cm folded; 23x31cm open,---------,None,1938-0071_wotm,Empty,Empty,1938-05-14,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,7,15
30896,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,16.5x11cm folded; 16.5x22cm open,---------,None,1938-0073_wotm,Empty,Empty,1938-05-17,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,4,10
30897,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,20x14.5cm folded; 20x29cm open,---------,Brooklyn Law School,1938-0074_wotm,Empty,Empty,1938-05-21,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,6,15
30898,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,20.5x13cm folded; 20.5x26cm open,---------,None,1938-0075_wotm,Empty,Empty,1938-05-19,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,5,12
30899,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,21x14cm folded; 21x28cm open,---------,Beth El Hospital,1938-0076_wotm,Empty,Empty,1938-05-22,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,3,18
30900,NO NAME,BRASSERIE D'ALSACE,NO EVENT,NO VENUE,NO PLACE,20x10cm folded; 20x20cm open,---------,None,1938-0077_wotm,Empty,Empty,1938-05-22,BRASSERIE D'ALSACE,Empty,UNKNOWN,&&&,COMPLETE,2,13
30901,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,15x10cm,---------,"National Foreign Trade Council, Inc.",1938-0078_wotm,Empty,Empty,1938-05-25,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,1,10
30902,NO NAME,"R.M.S. ""QUEEN MARY""""""",NO EVENT,NO VENUE,NO PLACE,27x21cm folded; 27x42cm open,---------,None,1938-0079_wotm,Empty,Empty,1938-05-26,"R.M.S. ""QUEEN MARY""""""",Empty,UNKNOWN,&&&,COMPLETE,5,19
30903,NO NAME,"R.M.S. ""QUEEN MARY""""""",NO EVENT,NO VENUE,NO PLACE,15x13cm folded; 15x26cm open,---------,None,1938-0080_wotm,Empty,Empty,1938-05-27,"R.M.S. ""QUEEN MARY""""""",Empty,UNKNOWN,&&&,COMPLETE,3,7
30904,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,13x10cm folded; 13x20cm open,---------,"Guild of Prescription Opticians of America, Inc.",1938-0081_wotm,Empty,Empty,1938-05-31,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,3,11
30905,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,20.5x14cm folded; 20.5x28cm open,---------,Daughters of Ohio in New York,1938-0049_wotm,Empty,Empty,1938-04-18,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,9,11
30906,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,23x15.5cm folded; 23x31cm open,---------,Electrolux,1938-0050_wotm,Empty,Empty,1938-04-18,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,6,15
30907,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,28x20.5cm folded; 28x41cm open,---------,Metropolitan Life Insurance Company,1938-0051_wotm,Empty,Empty,1938-04-20,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,17,10
30908,NO NAME,"S.S. ""ILE DE FRANCE""""""",NO EVENT,NO VENUE,NO PLACE,27x21cm folded; 27x42cm open,---------,French Line,1938-0052_wotm,Empty,Empty,1938-04-22,"S.S. ""ILE DE FRANCE""""""",Empty,UNKNOWN,&&&,COMPLETE,3,137
30909,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,15x10cm,---------,University Glee Club,1938-0053_wotm,Empty,Empty,1938-04-22,WALDORF ASTORIA,Empty,DOLLARS,$,COMPLETE,1,12
30910,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,16x12.5cm folded; 16x25cm open,---------,Controllers Institute of America,1938-0054_wotm,Empty,Empty,1938-04-25,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,3,13
30911,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,25.5x18cm folded; 25.5x36cm open,---------,World Headquarters IBM Club,1938-0055_wotm,Empty,Empty,1938-04-26,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,8,12
30912,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,21x17cm folded; 21x34cm open,---------,The Clinical Society of the New York Polyclinic Medical School and Hospital,1938-0056_wotm,Empty,Empty,1938-04-27,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,3,20
30913,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,23x19cm folded; 23x38cm open,---------,Bureau of Advertising - American Newspaper Publishers Association,1938-0057_wotm,Empty,Empty,1938-04-28,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,5,17
30914,NO NAME,BERNS,NO EVENT,NO VENUE,NO PLACE,19.5x11cm  ,---------,Arthur H. Rumpf Menu Collection,1938-0058_wotm,Empty,Empty,1938-04-28,BERNS,Empty,UNKNOWN,&&&,COMPLETE,1,8
30915,NO NAME,WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,23x17cm folded; 23x34cm open,---------,Grover Cleaveland Democratic Club,1938-0059_wotm,Empty,Empty,1938-04-30,WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,3,16
30916,NO NAME,HOTEL NEW YORKER,NO EVENT,NO VENUE,NO PLACE,28.5x22.5cm folded; 28.5x45cm open,---------,None,1938-0060_wotm,Empty,Empty,1938-01-05,HOTEL NEW YORKER,Empty,DOLLARS,$,COMPLETE,3,210
30917,NO NAME,DORLON'S,NO EVENT,NO VENUE,NO PLACE,26.5x14.5cm folded; 26.5x43cm open,---------,None,1938-0061_wotm,Empty,Empty,1938-01-01,DORLON'S,Empty,DOLLARS,$,COMPLETE,7,236
30918,NO NAME,"""BERGEN""""""",NO EVENT,NO VENUE,NO PLACE,22x14.5cm folded; 22x29cm open,---------,B. & N. Line,1938-0153_wotm,Empty,Empty,1938-07-04,"""BERGEN""""""",Empty,UNKNOWN,&&&,COMPLETE,3,17
30919,NO NAME,"""BERGEN""""""",NO EVENT,NO VENUE,NO PLACE,22x14.5cm folded; 22x29cm open,---------,B. & N. Line,1938-0154_wotm,Empty,Empty,1938-07-05,"""BERGEN""""""",Empty,UNKNOWN,&&&,COMPLETE,3,12
30920,NO NAME,"""BERGEN""""""",NO EVENT,NO VENUE,NO PLACE,22x14.5cm folded; 22x29cm open,---------,B. & N. Line,1938-0155_wotm,Empty,Empty,1938-07-06,"""BERGEN""""""",Empty,UNKNOWN,&&&,COMPLETE,3,11
30921,NO NAME,"""BERGEN""""""",NO EVENT,NO VENUE,NO PLACE,22x14.5cm folded; 22x29cm open,---------,B. & N. Line,1938-0156_wotm,Empty,Empty,1938-07-07,"""BERGEN""""""",Empty,UNKNOWN,&&&,COMPLETE,3,13
30922,NO NAME,"""BERGEN""""""",NO EVENT,NO VENUE,NO PLACE,22x14.5cm folded; 22x29cm open,---------,B. & N. Line,1938-0157_wotm,Empty,Empty,1938-07-09,"""BERGEN""""""",Empty,UNKNOWN,&&&,COMPLETE,3,14
30923,NO NAME,RESTAURANT NAME AND/OR LOCATION NOT GIVEN,NO EVENT,NO VENUE,NO PLACE,25x16cm folded; 25x32cm open,---------,Arthur H. Rumpf Menu Collection,1938-0189_wotm,Empty,Empty,NoTimeProvided,RESTAURANT NAME AND/OR LOCATION NOT GIVEN,Empty,UNKNOWN,&&&,COMPLETE,2,0
30924,NO NAME,RESTAURANT NAME AND/OR LOCATION NOT GIVEN,NO EVENT,NO VENUE,NO PLACE,25x14cm,---------,Arthur H. Rumpf Menu Collection,1938-0190_wotm,Empty,Empty,1938-01-01,TORNI,Empty,FINNISH MARKKA,mk,COMPLETE,2,104
30926,NO NAME,THE AUSTRALIA HOTEL,NO EVENT,NO VENUE,NO PLACE,22x14cm folded; 22x28cm open,---------,Arthur H. Rumpf Menu Collection,1938-0128_wotm,Empty,Empty,1938-07-09,THE AUSTRALIA HOTEL,Empty,UNKNOWN,&&&,COMPLETE,3,164
30927,NO NAME,THE AUSTRALIA HOTEL,NO EVENT,NO VENUE,NO PLACE,21x13cm folded; 21x26cm open,---------,Arthur H. Rumpf Menu Collection,1938-0130_wotm,Empty,Empty,1938-09-23,THE AUSTRALIA HOTEL,Empty,UNKNOWN,&&&,COMPLETE,3,114
30930,NO NAME,THE PALMER HOUSE,NO EVENT,NO VENUE,NO PLACE,18x14cm folded; 18x28cm open,---------,Golden Jubilee of Gregg Shorthand,1938-0188_wotm,Empty,Empty,1938-12-27,THE PALMER HOUSE,Empty,UNKNOWN,&&&,COMPLETE,4,10
30931,NO NAME,THE ROOSEVELT,NO EVENT,NO VENUE,NO PLACE,24x11cm folded; 24x21.5cm open,---------,None,1938-0174_wotm,Empty,Empty,1938-10-12,THE ROOSEVELT,Empty,DOLLARS,$,COMPLETE,2,113
30932,NO NAME,THE WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,24x16.5cm folded; 24x33cm open,---------,The British Societies and Clubs of New York,1938-0136_wotm,Empty,Empty,1938-09-27,THE WALDORF ASTORIA,Empty,UNKNOWN,&&&,COMPLETE,4,16
30933,NO NAME,THE WALDORF ASTORIA,NO EVENT,NO VENUE,NO PLACE,21x16.5cm folded; 21x33cm open,---------,New York University Council,1938-0141_wotm,Empty,Empty,1938-06-07,THE WALDORF ASTORIA,Empty,UNKNOWN,&&&,UNDER REVIEW,3,15
30934,NO NAME,ALMOND BLOSSOM RESTAURANT,NO EVENT,NO VENUE,NO PLACE,28.5x16cm folded; 28.5x45.5cm open,---------,None,1938-0119_wotm,Empty,Empty,1938-09-15,ALMOND BLOSSOM RESTAURANT,Empty,DOLLARS,$,COMPLETE,7,409
30935,NO NAME,AUSTRALIA HOTEL,NO EVENT,NO VENUE,NO PLACE,20x13cm folded; 20x26cm open,---------,Arthur H. Rumpf Menu Collection,1938-0140_wotm,Empty,Empty,1938-06-06,AUSTRALIA HOTEL,Empty,UNKNOWN,&&&,COMPLETE,4,120
30936,NO NAME,CHATEAU FRONTENAC,NO EVENT,NO VENUE,NO PLACE,25.5x16cm folded; 25.5x32cm open,---------,Arthur H. Rumpf Menu Collection; menu also contains faving page translation in English.,1938-0133_wotm,Empty,Empty,1938-09-16,CHATEAU FRONTENAC,Empty,CANADIAN DOLLARS,C$,COMPLETE,3,100
30937,NO NAME,COTTON CLUB,NO EVENT,NO VENUE,NO PLACE,33.5x26cm folded; 33.5x52cm open,---------,Cab Calloway headlining show,1938-0192_wotm,Empty,Empty,1938-01-01,COTTON CLUB,Empty,DOLLARS,$,COMPLETE,5,301
30938,NO NAME,DEN GYLDENE FREDEN,NO EVENT,NO VENUE,NO PLACE,26x11cm,---------,Arthur H. Rumpf Menu Collection,1938-0180_wotm,Empty,Empty,1938-11-29,DEN GYLDENE FREDEN,Empty,SWEDISH KRONOR SEK/KR,SEK,COMPLETE,1,33
30944,NO NAME,DONAHOE'S,NO EVENT,NO VENUE,NO PLACE,34.5x25cm,---------,None,1938-0117_wotm,Empty,Empty,1938-08-25,DONAHOE'S,Empty,DOLLARS,$,COMPLETE,2,247
30945,NO NAME,DORCHESTER HOTEL,NO EVENT,NO VENUE,NO PLACE,22x14cm folded; 22x28cm open,---------,American Society in London,1938-0151_wotm,Empty,Empty,1938-07-04,DORCHESTER HOTEL,Empty,UNKNOWN,&&&,COMPLETE,24,15
30946,NO NAME,"FRENCH LINE WEST INDIES CRUISES S.S. PARIS, S.S. CHAMPLAIN, M.S. LAFAYETTE",NO EVENT,NO VENUE,NO PLACE,18x14cm folded; 18x28cm open,---------,Wine list in English and French; Winter season of 1937/1938; Arthur H. Rumpf Menu Collection,1938-0196_wotm,Empty,Empty,1938-01-01,"FRENCH LINE WEST INDIES CRUISES S.S. PARIS, S.S. CHAMPLAIN, M.S. LAFAYETTE",Empty,DOLLARS,$,COMPLETE,14,401
30947,NO NAME,GREEN'S,NO EVENT,NO VENUE,NO PLACE,22.5x12cm,---------,Arthur H. Rumpf Menu Collection,1938-0177_wotm,Empty,Empty,1938-11-18,GREEN'S,Empty,UNKNOWN,&&&,COMPLETE,2,6
30948,NO NAME,HOTEL ASTOR,NO EVENT,NO VENUE,NO PLACE,21x14cm folded; 21x28cm open,---------,None,1938-0185_wotm,Empty,Empty,1938-12-16,HOTEL ASTOR,Empty,UNKNOWN,&&&,COMPLETE,14,16
30950,NO NAME,HOTEL BUFFALO,NO EVENT,NO VENUE,NO PLACE,32x22cm ,---------,None,1938-0169_wotm,Empty,Empty,1938-07-10,HOTEL BUFFALO,Empty,DOLLARS,$,COMPLETE,1,153
30951,NO NAME,HOTEL DRAKE WILTSHIRE,NO EVENT,NO VENUE,NO PLACE,26x34.5cm ,---------,None,1938-0181_wotm,Empty,Empty,1938-12-18,HOTEL DRAKE WILTSHIRE,Empty,DOLLARS,$,COMPLETE,2,144
30952,NO NAME,HOTEL FAST,NO EVENT,NO VENUE,NO PLACE,24x16cm folded; 24x32cm open,---------,Wine card; Arthur H. Rumpf Menu Collection,1938-0193_wotm,Empty,Empty,NoTimeProvided,HOTEL FAST,Empty,ISRAELI LIROT 1948-1980,IÂ£,COMPLETE,8,125
30953,NO NAME,HOTEL GRANDE BRETAGNE,NO EVENT,NO VENUE,NO PLACE,32x22cm ,---------,Arthur H. Rumpf Menu Collection,1938-0134_wotm,Empty,Empty,1938-09-14,HOTEL GRANDE BRETAGNE,Empty,DRACHMAS,Drs.,COMPLETE,1,103
30955,NO NAME,HOTEL GREAT CENTRAL,NO EVENT,NO VENUE,NO PLACE,21x13cm folded; 21x26cm open,---------,None,1938-0139_wotm,Empty,Empty,1938-06-04,HOTEL GREAT CENTRAL,Empty,UNKNOWN,&&&,COMPLETE,3,14
30956,NO NAME,HOTEL MAJESTIC,NO EVENT,NO VENUE,NO PLACE,19x12cm,---------,None,1938-0184_wotm,Empty,Empty,1938-12-15,HOTEL MAJESTIC,Empty,UNKNOWN,&&&,COMPLETE,1,20
30958,NO NAME,HOTEL NEW YORKER,NO EVENT,NO VENUE,NO PLACE,28x21.5cm folded; 28x43cm open,---------,None,1938-0138_wotm,Empty,Empty,1938-06-03,HOTEL NEW YORKER,Empty,DOLLARS,$,COMPLETE,2,152
30959,NO NAME,HOTEL NEW YORKER,NO EVENT,NO VENUE,NO PLACE,28.5x22cm folded; 28.5x44cm open,---------,None,1938-0171_wotm,Empty,Empty,1938-10-14,HOTEL NEW YORKER,Empty,DOLLARS,$,COMPLETE,2,161
30960,NO NAME,HOTEL NEW YORKER,NO EVENT,NO VENUE,NO PLACE,28.5x22cm folded; 28.5x44cm open,---------,None,1938-0183_wotm,Empty,Empty,1938-12-06,HOTEL NEW YORKER,Empty,DOLLARS,$,COMPLETE,5,164
30961,NO NAME,HOTEL ROOSEVELT,NO EVENT,NO VENUE,NO PLACE,28x21.5cm folded; 28x43cm open,---------,Emanuel Lodge No. 654 Free and Accepted Masons,1938-0179_wotm,Empty,Empty,1938-11-26,HOTEL ROOSEVELT,Empty,UNKNOWN,&&&,COMPLETE,25,17
30962,NO NAME,ST. REGIS HOTEL,NO EVENT,NO VENUE,NO PLACE,25x16.5cm folded; 25x33cm open,---------,G.P. Putnam's Sons,1938-0172_wotm,Empty,Empty,1938-10-27,HOTEL ST. REGIS,Empty,UNKNOWN,&&&,COMPLETE,5,13
30964,NO NAME,HOTEL IMPERIAL,NO EVENT,NO VENUE,NO PLACE,28.5x19cm folded; 28.5x38cm open,---------,Menu also contains Japanese text; Arthur H. Rumpf Menu Collection,1938-0131_wotm,Empty,Empty,1938-09-22,HOTEL IMPERIAL,Empty,YEN,Â¥,COMPLETE,4,121
30965,NO NAME,JOE DI MAGGIO'S GROTTO,NO EVENT,NO VENUE,NO PLACE,29.5x21.5cm folded; 29.5x43cm open,---------,Arthur H. Rumpf Menu Collection,1938-0132_wotm,Empty,Empty,1938-09-19,JOE DI MAGGIO'S GROTTO,Empty,DOLLARS,$,COMPLETE,3,311
30966,NO NAME,M.S. KUNGSHOLM,NO EVENT,NO VENUE,NO PLACE,28.5x22cm folded; 28.5x44cm open,---------,None,1938-0135_wotm,Empty,Empty,1938-09-08,M.S. KUNGSHOLM,Empty,UNKNOWN,&&&,COMPLETE,2,14
30969,NO NAME,M/Y STELLA POLARIS,NO EVENT,NO VENUE,NO PLACE,20.5x13cm folded; 20.5x26cm open,---------,None,1938-0165_wotm,Empty,Empty,1938-07-08,M/Y STELLA POLARIS,Empty,UNKNOWN,&&&,COMPLETE,3,12
30970,NO NAME,M/Y STELLA POLARIS,NO EVENT,NO VENUE,NO PLACE,20.5x13cm folded; 20.5x26cm open,---------,None,1938-0166_wotm,Empty,Empty,1938-07-10,M/Y STELLA POLARIS,Empty,UNKNOWN,&&&,COMPLETE,3,15
30971,NO NAME,MAISON PRUNIER,NO EVENT,NO VENUE,NO PLACE,37x25.5cm folded; 37x51cm open,---------,Arthur H. Rumpf Menu Collection,1938-0191_wotm,Empty,Empty,1938-12-01,MAISON PRUNIER,Empty,FRANCS,FF,COMPLETE,4,406
30972,NO NAME,MEURICE,NO EVENT,NO VENUE,NO PLACE,32x24.5cm,---------,Arthur H. Rumpf Menu Collection,1938-0178_wotm,Empty,Empty,1938-11-23,MEURICE,Empty,FRANCS,FF,COMPLETE,1,61
30973,NO NAME,MOTORLINER KUNGSHOLM,NO EVENT,NO VENUE,NO PLACE,24x16.5cm folded; 24x33cm open,---------,Menu also contains English text,1938-0120_wotm,Empty,Empty,1938-09-01,MOTORLINER KUNGSHOLM,Empty,UNKNOWN,&&&,COMPLETE,3,117
30974,NO NAME,MOTORLINER KUNGSHOLM,NO EVENT,NO VENUE,NO PLACE,24x16.5cm folded; 24x33cm open,---------,Menu also contains English text,1938-0121_wotm,Empty,Empty,1938-09-02,MOTORLINER KUNGSHOLM,Empty,UNKNOWN,&&&,COMPLETE,2,154
